場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,1日目成績,2日目成績,3日目成績,4日目成績,5日目成績,6日目成績,支部,出身,年齢,締切時刻,節名,企画名,日目
びわこ,11,20260830,6R,5,4555,B1,富永　　大一,0,0,0.18,5.22,31.15,52.46,4.61,33.33,50.00,59,30.59,51.76,39,34.12,48.24,3R/1/.17/2,6R/3/.14/3 12R/4/.19/3,5R/2/.21/2 10R/6/.22/5,2R/4/.15/4 6R/6/.19/6,,,福岡,福岡,37,13:08,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,6R,6,5016,A1,宮田　　龍馬,0,0,0.14,6.70,40.37,71.56,7.63,62.96,85.19,36,24.71,51.76,70,34.07,47.25,5R/1/.06/1 12R/5/.26/5,2R/5/.13/2 8R/3/.35/1,7R/4/.11/3 12R/2/.11/2,6R/1/.08/1,,,兵庫,兵庫,28,13:08,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,7R,1,4151,B1,下河　　誉史,0,0,0.19,4.79,23.23,48.48,8.11,67.86,96.43,37,33.75,48.75,27,28.89,45.56,6R/5/.19/2 11R/3/.37/5,2R/1/.15/3,2R/6/.19/4 10R/2/.14/6,9R/4/.17/1,,,福岡,福岡,44,13:44,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,7R,2,3619,B1,長谷川　　充,0,0,0.19,5.17,30.69,51.49,6.55,54.55,72.73,12,51.61,63.44,57,30.00,37.50,6R/1/.21/6,3R/3/.16/2 9R/4/.25/3,1R/6/.22/3 6R/2/.14/3,11R/5/.22/6,,,群馬,群馬,52,13:44,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,7R,3,5196,A1,鰐部　太空海,2,0,0.15,6.11,44.00,57.00,5.50,33.33,66.67,28,25.29,43.68,30,25.97,41.56,8R/6/.29/3,5R/4/.34/4 10R/1/.28/5,8R/3/.35/6 12R/5/.17/6,10R/4/.24/4,,,愛知,愛知,24,13:44,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,7R,4,5427,B1,港　　　理樹,0,0,0.22,3.02,4.60,17.24,0.00,0.00,0.00,15,27.16,35.80,69,42.39,67.39,1R/6/.22/6 7R/6/.28/3,6R/5/.19/6,4R/5/.18/3 8R/6/.18/2,8R/4/.27/6,,,東京,東京,24,13:44,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,7R,5,5313,B1,鈴木　　唯央,1,0,0.16,4.42,16.22,43.24,3.11,11.11,11.11,50,34.12,45.88,19,27.38,46.43,3R/5/.18/5 8R/3/.16/2,4R/2/.22/4,4R/6/.22/6,1R/1/.11/4 6R/5/.11/4,,,群馬,群馬,26,13:44,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,7R,6,3582,A2,吉川　　昭男,0,0,0.17,6.17,46.79,57.80,6.34,48.65,64.86,47,28.89,50.00,34,39.53,54.65,6R/3/.22/3,1R/2/.04/1 11R/2/.19/1,2R/1/.11/1 8R/2/.19/1,2R/2/.17/1 11R/2/.14/2,,,滋賀,滋賀,53,13:44,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,8R,1,5160,A2,藤森　　陸斗,0,0,0.15,5.88,39.86,60.87,6.20,50.00,60.00,43,26.74,41.86,11,40.91,61.36,7R/1/.16/1,6R/2/.15/5 11R/6/.28/5,1R/2/.06/2 7R/5/.17/5,3R/3/.15/1 11R/4/.27/5,,,福岡,福岡,27,14:15,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,8R,2,3882,B1,新田　　智彰,0,0,0.17,4.23,15.63,43.75,4.94,22.22,55.56,21,39.76,56.63,41,45.65,57.61,2R/3/.30/5 11R/5/.40/6,3R/1/.15/1,2R/4/.24/3 7R/3/.15/6,9R/3/.27/5,,,大阪,大阪,53,14:15,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,8R,3,4110,B1,小澤　　和也,1,0,0.18,3.72,16.28,30.23,0.67,0.00,0.00,60,12.99,32.47,13,24.39,39.02,3R/3/.19/6 7R/4/.19/2,10R/4/.21/4,8R/1/.16/5,2R/3/.27/6 9R/6/.21/6,,,埼玉,埼玉,46,14:15,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,8R,4,3430,B1,角浜　　　修,0,0,0.17,4.22,23.00,36.00,3.00,11.11,22.22,31,41.67,53.57,47,41.38,60.92,1R/4/.16/4,2R/3/.16/5 6R/1/.10/1,3R/2/.19/5 11R/5/.21/5,1R/3/.08/1,,,広島,広島,58,14:15,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,8R,5,4587,A1,木田　峰由季,1,0,0.17,6.11,48.51,61.39,3.69,6.90,20.69,56,29.89,43.68,26,34.88,50.00,7R/2/.29/4 11R/4/.41/4,4R/6/.31/5 9R/3/.25/4,10R/1/.15/1,3R/5/.18/3 8R/2/.23/2,,,福井,石川,35,14:15,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,8R,6,4520,A2,高倉　　孝太,1,0,0.13,5.73,37.17,52.21,4.41,21.62,32.43,14,37.04,62.96,24,39.78,58.06,5R/3/.12/2,9R/1/.23/1,6R/5/.11/4,6R/3/.12/2,,,福井,石川,39,14:15,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,9R,1,4711,A2,前出　　達吉,0,0,0.16,6.17,44.35,67.83,5.75,35.00,60.00,57,46.67,56.67,71,29.76,46.43,1R/1/.33/5 8R/5/.22/4,8R/2/.38/5,5R/3/.17/3 12R/6/.08/4,3R/4/.14/2,,,福井,石川,36,14:47,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,9R,2,4866,B1,橋本　　英一,0,0,0.17,4.14,18.18,33.77,4.80,30.00,60.00,67,36.47,62.35,33,29.63,48.15,4R/1/.23/3 9R/5/.23/2,5R/6/.23/5,5R/4/.26/5 9R/3/.17/2,6R/2/.15/5,,,福岡,福岡,36,14:47,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,9R,3,3516,B1,吉原　　聖人,0,0,0.19,4.56,32.14,39.29,4.53,26.32,47.37,25,26.97,42.70,43,44.05,54.76,2R/4/.22/2 8R/1/.14/1,9R/2/.22/5,1R/5/.14/5 12R/3/.09/3,4R/6/.18/5,,,広島,広島,58,14:47,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,9R,4,5350,B1,網代　　良芽,1,0,0.15,5.20,28.83,50.45,2.67,16.67,16.67,32,36.25,45.00,44,37.78,51.11,1R/2/.31/2 10R/4/.30/4,12R/6/.11/5,3R/5/.14/3 10R/3/.15/4,5R/1/.10/2,,,兵庫,兵庫,22,14:47,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,9R,5,5255,A1,藤原　　仙二,1,0,0.18,6.56,46.43,67.86,6.85,53.19,74.47,46,31.58,53.95,60,30.86,59.26,9R/6/.21/1,3R/2/.14/4 7R/5/.12/1,6R/1/.22/5 10R/5/.24/2,6R/4/.16/3 12R/4/.23/2,,,滋賀,滋賀,22,14:47,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,9R,6,3212,B1,亀本　　勇樹,1,0,0.18,4.56,22.92,35.42,4.60,20.00,42.86,68,31.33,50.60,53,40.91,60.23,9R/4/.14/4,10R/5/.18/2,7R/6/.21/4,7R/6/.18/6,,,広島,広島,64,14:47,ボートピア京都やわた開設１９周年記念,一般,５日目
びわこ,11,20260830,10R,1,5016,A1,宮田　　龍馬,0,0,0.14,6.70,40.37,71.56,7.63,62.96,85.19,36,24.71,51.76,70,34.07,47.25,5R/1/.06/1 12R/5/.26/5,2R/5/.13/2 8R/3/.35/1,7R/4/.11/3 12R/2/.11/2,6R/1/.08/1,,,兵庫,兵庫,28,15:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,10R,2,5064,A1,品川　二千翔,0,0,0.17,6.55,50.44,67.26,5.97,40.00,53.33,11,44.94,69.66,46,40.22,52.17,3R/2/.09/3 12R/6/.31/4,4R/3/.19/1,2R/5/.21/2 9R/1/.15/1,4R/4/.12/3 11R/1/.11/1,,,山口,山口,28,15:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,10R,3,3740,A1,大澤　　普司,0,0,0.18,6.18,42.57,61.49,6.70,60.00,70.00,71,33.72,54.65,17,44.74,57.89,2R/6/.28/4 12R/3/.19/3,3R/4/.14/5 11R/1/.13/2,4R/2/.16/2,4R/1/.10/1 9R/5/.47/3,,,群馬,群馬,52,15:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,10R,4,5294,B1,豊田　　祥生,0,0,0.17,3.38,16.67,21.79,2.79,8.82,11.76,38,31.33,46.99,16,22.22,40.74,1R/5/.16/1 9R/3/.29/3,7R/6/.05/5,2R/2/.23/5 12R/4/.10/1,8R/1/.19/1,,,静岡,静岡,24,15:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,10R,5,4427,A1,秦　　　英悟,0,0,0.14,7.24,56.59,70.54,7.28,53.85,74.36,23,30.00,46.25,61,37.66,46.75,6R/4/.14/1 12R/1/.21/1,6R/6/.10/4 10R/2/.17/6,3R/3/.11/4 12R/1/.09/5,8R/5/.19/3,,,大阪,大阪,40,15:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,10R,6,3984,A1,坂口　　　周,0,0,0.17,6.26,39.42,64.96,6.13,33.33,60.00,63,30.86,45.68,62,33.33,50.62,7R/5/.21/6 12R/2/.22/6,5R/3/.26/1 12R/1/.18/2,9R/4/.18/3,1R/5/.13/3 9R/1/.25/4,,,三重,三重,48,15:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,11R,1,4483,A1,北野　　輝季,0,0,0.15,6.83,54.33,68.50,6.32,46.43,60.71,65,26.74,34.88,22,32.53,48.19,5R/5/.14/5 11R/1/.28/1,6R/4/.18/2,7R/2/.12/1 11R/6/.11/1,7R/3/.19/1 12R/1/.18/1,,,愛知,愛知,37,15:44,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,11R,2,3563,B1,堤　　　　昇,0,0,0.15,5.72,37.40,59.35,5.21,33.33,47.62,55,29.07,47.67,37,32.95,55.68,5R/2/.09/3 10R/6/.14/2,4R/4/.31/3,6R/4/.12/2 11R/3/.12/3,7R/1/.23/2 11R/3/.10/3,,,静岡,静岡,56,15:44,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,11R,3,5228,A2,若林　　樹蘭,1,0,0.17,5.64,33.71,53.93,6.87,41.94,80.65,72,46.59,59.09,38,48.35,61.54,4R/3/.20/1 11R/6/.39/3,4R/1/.15/2 12R/5/.13/4,3R/4/.19/2 9R/2/.16/4,7R/2/.18/3,,,東京,山梨,23,15:44,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,11R,4,4424,A2,松尾　　昂明,0,0,0.16,5.68,37.10,54.03,5.26,36.84,47.37,26,37.50,55.21,23,30.49,39.02,3R/4/.13/1 9R/2/.24/6,9R/5/.20/2,3R/1/.19/1 8R/4/.13/3,5R/2/.15/4 11R/6/.14/4,,,福岡,福岡,41,15:44,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,11R,5,4209,A2,藤田　　竜弘,0,0,0.18,5.84,35.58,58.65,5.18,36.36,45.45,73,27.94,39.71,50,32.10,44.44,3R/6/.16/4 11R/2/.30/2,10R/3/.24/1,4R/1/.11/1 10R/4/.17/3,2R/5/.16/3 12R/2/.19/3,,,静岡,静岡,43,15:44,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,11R,6,5279,B1,石渡　翔一郎,0,0,0.16,5.65,38.68,58.49,0.00,0.00,0.00,45,42.35,60.00,58,31.08,51.35,5R/4/.14/4,5R/5/.28/3 11R/4/.27/4,7R/1/.12/2,4R/2/.12/2 8R/6/.20/4,,,東京,千葉,23,15:44,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,12R,1,3582,A2,吉川　　昭男,0,0,0.17,6.17,46.79,57.80,6.34,48.65,64.86,47,28.89,50.00,34,39.53,54.65,6R/3/.22/3,1R/2/.04/1 11R/2/.19/1,2R/1/.11/1 8R/2/.19/1,2R/2/.17/1 11R/2/.14/2,,,滋賀,滋賀,53,16:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,12R,2,4754,A2,松尾　　　充,0,0,0.15,6.49,45.45,63.64,6.84,60.00,72.00,39,27.59,45.98,56,17.14,34.29,4R/4/.21/2 8R/2/.19/5,3R/6/.28/3 12R/3/.19/1,5R/1/.19/1,1R/2/.09/2 7R/5/.17/4,,,三重,三重,37,16:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,12R,3,4311,A1,岡村　　　仁,1,0,0.15,6.51,50.45,64.86,6.61,55.56,72.22,52,33.73,50.60,68,40.22,53.26,4R/2/.22/4 12R/4/.25/2,8R/6/.31/4,5R/5/.23/4 11R/1/.19/2,5R/3/.10/1 9R/2/.17/2,,,大阪,大阪,42,16:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,12R,4,5075,A2,中島　　秀治,1,0,0.16,6.03,34.65,62.20,7.04,56.67,74.67,16,31.33,48.19,52,48.28,79.31,10R/5/.05/1,2R/2/.19/1 10R/6/.21/3,4R/3/.19/4 11R/4/.18/6,5R/4/.15/5 10R/1/.13/2,,,滋賀,京都,30,16:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,12R,5,3473,A1,石川　　真二,0,0,0.14,6.78,55.94,69.93,7.84,76.32,81.58,27,24.24,39.39,48,13.24,38.24,2R/2/.19/3 10R/1/.23/5,7R/2/.05/2 12R/2/.20/6,6R/3/.18/1,2R/1/.14/2 10R/2/.12/3,,,福岡,福岡,56,16:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
びわこ,11,20260830,12R,6,5160,A2,藤森　　陸斗,0,0,0.15,5.88,39.86,60.87,6.20,50.00,60.00,43,26.74,41.86,11,40.91,61.36,7R/1/.16/1,6R/2/.15/5 11R/6/.28/5,1R/2/.06/2 7R/5/.17/5,3R/3/.15/1 11R/4/.27/5,,,福岡,福岡,27,16:13,ボートピア京都やわた開設１９周年記念,準優勝戦,５日目
鳴門,14,20260830,1R,1,3975,A2,小野寺　智洋,0,0,0.14,5.57,34.48,54.31,7.00,50.00,66.67,84,22.58,48.39,77,48.44,62.50,2R/3/.18/6 8R/6/.18/4,3R/2/.25/5,4R/5/.12/3 11R/1/.15/3,7R/4/.22/4,,,香川,香川,49,08:40,「あらたえエール シャインホップ」杯競走,とるならなると,最終日
鳴門,14,20260830,1R,2,3977,B1,山本　　兼士,0,0,0.18,4.20,14.42,37.50,4.51,20.00,40.00,55,36.76,50.00,29,42.25,56.34,9R/1/.19/4,3R/4/.26/3 8R/3/.09/4,6R/6/.15/4,1R/5/.29/6 6R/2/.08/4,,,大阪,大阪,49,08:40,「あらたえエール シャインホップ」杯競走,とるならなると,最終日
鳴門,14,20260830,1R,3,3868,B1,尾形　　栄治,0,0,0.21,4.82,26.32,46.32,2.44,0.00,11.11,74,30.43,53.62,26,33.80,50.70,2R/4/.24/4 10R/1/.14/5,2R/6/.25/6,7R/3/.26/6,2R/5/.11/4 7R/2/.11/3,,,東京,東京,51,08:40,「あらたえエール シャインホップ」杯競走,とるならなると,最終日
鳴門,14,20260830,1R,4,3901,B2,松田　　憲幸,0,0,0.22,4.62,30.40,44.80,5.71,28.57,42.86,14,42.67,57.33,71,25.00,42.19,5R/6/.31/6,1R/2/.29/4 7R/5/.21/5,10R/1/.18/6,1R/3/.19/4,,,山口,山口,49,08:40,「あらたえエール シャインホップ」杯競走,とるならなると,最終日
鳴門,14,20260830,1R,5,3863,B1,海老澤　泰行,0,0,0.17,4.57,23.23,38.38,5.68,36.84,57.89,36,23.94,33.80,74,41.79,61.19,6R/1/.07/4,1R/6/.35/6 6R/3/.13/3,4R/4/.14/5,4R/2/.21/5,,,東京,東京,52,08:40,「あらたえエール シャインホップ」杯競走,とるならなると,最終日
鳴門,14,20260830,1R,6,5200,B2,筒井　　美琴,0,0,0.20,2.03,0.00,0.00,2.14,4.55,9.09,31,38.89,59.72,12,34.21,47.37,3R/3/.24/6,4R/6/.33/6,1R/2/.21/5 5R/5/.13/6,4R/4/.13/6,,,福岡,福岡,24,08:40,「あらたえエール シャインホップ」杯競走,とるならなると,最終日
鳴門,14,20260830,2R,1,5265,B1,大廣　　咲季,0,0,0.15,3.69,15.53,33.01,2.28,7.50,10.00,19,39.73,58.90,64,33.33,53.85,9R/3/.21/6,1R/5/.35/5 9R/4/.14/4,4R/2/.11/6,7R/6/.20/5,,,香川,香川,26,09:06,「あらたえエール シャインホップ」杯競走,どーなるなると,最終日
鳴門,14,20260830,2R,2,3848,B1,川上　　聡介,0,0,0.15,4.75,31.31,44.44,4.71,14.29,57.14,83,23.94,35.21,73,20.31,31.25,6R/4/.04/3,2R/3/.16/4 10R/6/.09/5,7R/1/.15/5,5R/5/.15/6,,,愛知,愛知,49,09:06,「あらたえエール シャインホップ」杯競走,どーなるなると,最終日
鳴門,14,20260830,2R,3,4423,B1,坂口　　貴彦,0,0,0.17,6.02,41.44,63.96,4.60,28.00,44.00,10,23.81,44.44,13,37.68,57.97,3R/6/.11/5 8R/2/.08/3,3R/5/.31/4,5R/1/.08/1,3R/3/.18/6 8R/4/.20/4,,,岡山,岡山,37,09:06,「あらたえエール シャインホップ」杯競走,どーなるなると,最終日
鳴門,14,20260830,2R,4,5326,B1,三嶌　さらら,0,0,0.19,5.03,31.58,45.11,2.87,7.89,13.16,62,38.03,47.89,57,20.34,30.51,10R/3/.15/1,2R/4/.15/3 8R/5/.22/6,2R/2/.12/2 11R/3/.11/6,6R/1/.12/3,,,香川,香川,22,09:06,「あらたえエール シャインホップ」杯競走,どーなるなると,最終日
鳴門,14,20260830,2R,5,4891,B1,寺島　　美里,0,0,0.16,4.90,27.50,43.75,5.46,37.50,41.67,18,32.89,50.00,16,42.86,62.86,3R/2/.15/4 7R/5/.19/4,6R/1/.14/6,4R/6/.10/2,1R/4/.25/2 9R/3/.12/4,,,東京,福島,36,09:06,「あらたえエール シャインホップ」杯競走,どーなるなると,最終日
鳴門,14,20260830,2R,6,4210,A2,松村　　康太,0,0,0.17,5.24,27.42,50.81,6.73,54.55,81.82,28,23.33,41.67,54,41.18,58.82,3R/4/.17/3 10R/2/.17/3,8R/6/.25/5,4R/1/.08/1 12R/6/.15/5,5R/3/.15/4,,,福井,福井,43,09:06,「あらたえエール シャインホップ」杯競走,どーなるなると,最終日
鳴門,14,20260830,3R,1,4856,A1,豊田　健士郎,0,0,0.14,7.22,55.07,71.74,6.11,33.33,55.56,64,30.30,46.97,10,46.58,67.12,7R/2/.17/1 12R/4/.19/6,6R/5/.10/2 12R/1/.06/1,5R/3/.12/2 10R/6/.09/3,7R/3/.18/2 11R/4/.10/6,,,三重,三重,30,09:32,「あらたえエール シャインホップ」杯競走,どきどきなると,最終日
鳴門,14,20260830,3R,2,3604,B1,武藤　　綾子,0,0,0.19,4.35,18.09,39.36,4.81,29.63,44.44,39,14.71,35.29,83,40.00,50.00,4R/6/.28/6,8R/1/.13/3,1R/3/.17/4 7R/4/.18/4,3R/5/.13/5 9R/2/.15/5,,,福岡,福岡,55,09:32,「あらたえエール シャインホップ」杯競走,どきどきなると,最終日
鳴門,14,20260830,3R,3,4390,B1,松本　　弓雄,0,0,0.20,4.19,19.66,36.75,4.58,23.02,43.17,69,32.86,50.00,24,33.82,55.88,1R/3/.27/3 7R/1/.29/6,5R/4/.13/5,,1R/2/.15/3 8R/5/.24/5,,,徳島,高知,40,09:32,「あらたえエール シャインホップ」杯競走,どきどきなると,最終日
鳴門,14,20260830,3R,4,4744,B1,伊藤　　玲奈,0,0,0.23,4.54,22.50,40.00,4.14,0.00,28.57,29,49.38,60.49,59,40.00,54.67,1R/2/.22/5 6R/5/.05/5,7R/3/.18/6,9R/4/.13/4,1R/6/.28/5 9R/1/.29/1,,,福岡,福岡,33,09:32,「あらたえエール シャインホップ」杯競走,どきどきなると,最終日
鳴門,14,20260830,3R,5,4811,B1,向井田　佑紀,0,0,0.16,4.86,27.97,46.61,4.61,28.26,43.48,78,35.71,50.00,25,20.97,45.16,4R/2/.24/1 10R/6/.25/6,7R/1/.11/3,1R/5/.15/3 6R/4/.09/5,6R/3/.08/5,,,広島,広島,37,09:32,「あらたえエール シャインホップ」杯競走,どきどきなると,最終日
鳴門,14,20260830,3R,6,4675,A2,井手　　良太,0,0,0.14,6.09,41.77,62.03,4.61,25.81,41.94,81,26.56,37.50,23,31.94,48.61,7R/6/.15/5,2R/5/.12/5 9R/2/.11/3,6R/1/.04/2 12R/3/.11/6,3R/4/.09/1,,,大阪,大阪,38,09:32,「あらたえエール シャインホップ」杯競走,どきどきなると,最終日
鳴門,14,20260830,4R,1,4637,A2,中田　　友也,0,0,0.18,5.61,40.26,54.55,5.45,45.45,45.45,25,30.77,50.00,63,27.69,40.00,5R/1/.22/2 10R/4/.28/4,6R/6/.16/5 11R/2/.14/5,8R/5/.22/4,8R/2/.13/1,,,埼玉,埼玉,36,09:58,「あらたえエール シャインホップ」杯競走,とにかくなると,最終日
鳴門,14,20260830,4R,2,5204,B2,宇恵　　有香,0,0,0.18,4.53,20.65,43.48,4.40,12.00,44.00,73,19.05,42.86,70,38.57,51.43,1R/4/.24/6 8R/5/.15/5,6R/2/.22/4,6R/3/.06/6,5R/1/.14/2 9R/6/.15/3,,,三重,三重,29,09:58,「あらたえエール シャインホップ」杯競走,とにかくなると,最終日
鳴門,14,20260830,4R,3,5008,B1,羽野　　　諒,0,0,0.15,4.67,21.79,42.31,4.85,25.00,50.00,21,22.58,43.55,21,39.19,52.70,5R/2/.21/4,1R/4/.22/3 10R/5/.05/4,8R/3/.07/5,3R/6/.17/3 7R/1/.11/1,,,福岡,福岡,29,09:58,「あらたえエール シャインホップ」杯競走,とにかくなると,最終日
鳴門,14,20260830,4R,4,4397,A1,西村　　拓也,0,0,0.13,7.41,60.45,79.10,0.00,0.00,0.00,60,26.23,40.98,28,40.28,52.78,4R/4/.19/5 12R/1/.18/1,3R/3/.26/2 9R/5/.15/2,8R/2/.11/1 12R/5/.15/4,1R/1/.15/1 10R/6/.22/4,,,大阪,大阪,39,09:58,「あらたえエール シャインホップ」杯競走,とにかくなると,最終日
鳴門,14,20260830,4R,5,5282,B1,中本　　大樹,0,0,0.17,5.53,38.98,58.47,3.56,18.75,25.00,75,24.62,41.54,53,52.70,63.51,4R/3/.12/2 8R/4/.05/6,10R/2/.12/6,10R/5/.12/5,4R/6/.07/4,,,福井,石川,23,09:58,「あらたえエール シャインホップ」杯競走,とにかくなると,最終日
鳴門,14,20260830,4R,6,4052,A2,興津　　　藍,1,0,0.16,5.50,37.19,51.24,5.96,41.25,60.63,22,29.63,51.85,37,38.24,54.41,6R/3/.07/1 11R/5/.25/6,1R/1/.28/1,7R/2/.23/3 11R/6/.21/4,3R/1/.16/2 10R/3/.16/3,,,徳島,兵庫,45,09:58,「あらたえエール シャインホップ」杯競走,とにかくなると,最終日
鳴門,14,20260830,5R,1,5106,A2,山崎　　　祥,0,0,0.19,5.47,32.35,55.88,5.53,30.00,56.67,38,33.33,53.62,22,24.64,37.68,7R/4/.21/2 11R/6/.25/5,5R/5/.14/4 10R/1/.13/2,5R/2/.11/4,8R/3/.10/3,,,山口,山口,27,10:24,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,5R,2,4410,B1,井上　　大輔,0,0,0.16,4.42,23.89,38.05,5.13,25.00,50.00,72,32.35,45.59,80,12.73,34.55,1R/6/.24/2,4R/4/.23/5 12R/2/.08/5,1R/4/.13/2 8R/1/.09/2,2R/2/.12/6 10R/5/.18/5,,,岡山,岡山,40,10:24,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,5R,3,4452,A2,松尾　　　祭,0,0,0.17,5.31,35.83,50.00,6.16,42.22,55.56,63,32.89,59.21,36,22.06,44.12,5R/5/.23/5 11R/2/.18/3,9R/1/.12/1,2R/6/.18/4 10R/4/.09/2,3R/2/.23/4 11R/5/.09/4,,,香川,愛媛,38,10:24,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,5R,4,3977,B1,山本　　兼士,0,0,0.18,4.20,14.42,37.50,4.51,20.00,40.00,55,36.76,50.00,29,42.25,56.34,9R/1/.19/4,3R/4/.26/3 8R/3/.09/4,6R/6/.15/4,1R/5/.29/6 6R/2/.08/4,,,大阪,大阪,49,10:24,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,5R,5,4462,B1,夏山　　亮平,0,0,0.15,5.00,32.39,50.70,5.94,38.71,58.06,57,42.03,55.07,20,25.00,38.33,2R/6/.21/5,1R/3/.25/2 11R/4/.11/2,3R/3/.15/5 9R/1/.27/5,5R/4/.14/5,,,大阪,大阪,40,10:24,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,5R,6,4861,A2,田中　　宏樹,0,0,0.17,5.20,27.93,50.45,5.57,28.57,71.43,68,25.37,37.31,51,32.89,53.95,9R/5/.24/2,2R/1/.16/2 12R/4/.06/4,3R/6/.07/2 11R/2/.12/5,4R/3/.11/1 10R/4/.16/6,,,福岡,宮崎,38,10:24,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,6R,1,5115,B1,香川　　颯太,0,0,0.16,5.64,38.78,54.08,5.76,40.00,60.00,34,31.58,43.42,27,33.85,46.15,1R/5/.18/4 9R/4/.12/1,5R/3/.13/6,5R/4/.09/5 12R/2/.12/2,2R/6/.12/3,,,滋賀,京都,26,10:52,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,6R,2,4408,B1,仁科　さやか,0,0,0.19,3.51,18.60,24.42,2.78,11.11,11.11,50,40.54,58.11,33,57.35,69.12,5R/4/.25/3,5R/1/.15/2 9R/3/.17/6,3R/4/.09/6 8R/6/.21/6,9R/5/.13/6,,,長崎,長崎,40,10:52,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,6R,3,4499,B1,滝川　真由子,1,0,0.18,5.13,28.00,56.00,0.00,0.00,0.00,77,32.88,56.16,69,29.58,49.30,2R/1/.22/2 7R/3/.24/3,3R/6/.28/6,2R/5/.22/5 9R/2/.12/1,9R/4/.15/2,,,長崎,愛知,38,10:52,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,6R,4,4423,B1,坂口　　貴彦,0,0,0.17,6.02,41.44,63.96,4.60,28.00,44.00,10,23.81,44.44,13,37.68,57.97,3R/6/.11/5 8R/2/.08/3,3R/5/.31/4,5R/1/.08/1,3R/3/.18/6 8R/4/.20/4,,,岡山,岡山,37,10:52,「あらたえエール シャインホップ」杯競走,一般,最終日
鳴門,14,20260830,6R,5,4359,A2,横川　　聖志,1,0,0.13,5.38,35.42,52.08,6.02,41.59,61.95,17,28.38,50.00,52,34.29,50.00,8R/1/.07/2,7R/2/.11/2 12R/6/.07/6,6R/5/.11/3 10R/3/.04/4,2R/1/.14/5 11R/6/.09/3,,,徳島,徳島,41,10:52,「あらたえエール シャインホップ」杯競走,一般,最終日
