日付,場コード,レース,判定,主役艇,スコア,着順,配当,波乱正誤,主役正誤
20250801,22,5R,波乱,4,-0.103,1-4-2,4000,×,○
20250801,22,6R,波乱,4,-0.163,3-2-6,26750,○,×
20250801,22,7R,混戦,1,0.056,2-1-3,1400,-,○
20250801,22,8R,混戦,1,0.045,1-4-3,1320,-,◎
20250801,22,9R,堅め,1,0.146,1-5-3,1560,○,◎
20250801,22,10R,混戦,1,-0.036,3-4-6,24520,-,×
20250801,22,11R,混戦,1,0.093,1-3-5,1570,-,◎
20250801,22,12R,波乱,4,-0.133,3-1-2,7150,○,×
20250801,24,1R,波乱,4,-0.397,1-6-2,37940,○,×
20250801,24,2R,混戦,1,-0.012,3-5-4,10870,-,×
20250801,24,3R,堅め,1,0.258,5-3-1,3390,○,○
20250801,24,4R,波乱,4,-0.07,1-2-3,2110,×,×
20250801,24,5R,波乱,4,-0.082,1-4-3,1010,×,○
20250801,24,6R,波乱,4,-0.15,4-3-1,9980,○,◎
20250801,24,7R,混戦,1,-0.017,1-2-5,1180,-,◎
20250801,24,8R,堅め,1,0.263,1-3-2,740,○,◎
20250801,24,9R,混戦,1,0.016,1-3-4,580,-,◎
20250801,24,10R,堅め,1,0.182,2-3-1,5680,×,○
20250801,24,11R,堅め,1,0.407,1-3-5,2660,○,◎
20250801,24,12R,堅め,1,0.077,1-4-6,15700,×,◎
20250802,01,1R,混戦,1,-0.027,4-1-6,15790,-,○
20250802,01,2R,波乱,4,-0.133,1-4-3,4650,×,○
20250802,01,3R,堅め,1,0.062,2-1-4,8140,×,○
20250802,01,4R,波乱,4,-0.25,4-6-3,7340,○,◎
20250802,01,5R,混戦,1,0.018,1-5-2,4200,-,◎
20250802,01,6R,堅め,1,0.303,4-5-1,14240,×,○
20250802,01,7R,堅め,1,0.145,1-4-6,11480,×,◎
20250802,01,8R,堅め,1,0.129,1-5-3,1070,○,◎
20250802,01,9R,波乱,4,-0.321,3-5-4,5310,○,○
20250802,01,10R,波乱,4,-0.125,1-2-5,5300,○,×
20250802,01,11R,堅め,1,0.21,4-2-5,14580,×,×
20250802,01,12R,波乱,4,-0.037,3-1-2,9490,○,×
20250802,04,1R,混戦,1,-0.044,3-1-2,18720,-,○
20250802,04,2R,波乱,4,-0.199,4-1-6,12900,○,◎
20250802,04,3R,混戦,1,0.011,2-1-5,1580,-,○
20250802,04,4R,混戦,1,0.052,1-2-4,770,-,◎
20250802,04,5R,混戦,1,-0.064,2-3-4,3390,-,×
20250802,04,6R,混戦,1,-0.057,2-1-5,3970,-,○
20250802,04,7R,混戦,1,-0.004,1-2-6,4530,-,◎
20250802,04,8R,混戦,1,0.011,3-6-2,8980,-,×
20250802,04,9R,混戦,1,0.032,3-1-5,4130,-,○
20250802,04,10R,波乱,4,-0.142,3-1-4,4020,×,○
20250802,04,11R,波乱,4,-0.084,2-1-3,2350,×,×
20250802,04,12R,波乱,4,-0.15,1-3-4,1360,×,○
20250802,07,1R,堅め,1,0.227,1-5-2,2990,○,◎
20250802,07,2R,波乱,4,-0.062,3-2-5,4980,×,×
20250802,07,3R,波乱,4,-0.082,2-1-4,950,×,○
20250802,07,4R,堅め,1,0.119,1-2-3,2360,○,◎
20250802,07,5R,波乱,4,-0.181,1-4-2,2980,×,○
20250802,07,6R,堅め,1,0.082,1-3-2,3980,○,◎
20250802,07,7R,混戦,1,0.019,1-4-3,1030,-,◎
20250802,07,8R,波乱,4,-0.222,1-3-6,3780,×,×
20250802,07,9R,堅め,1,0.12,1-3-4,720,○,◎
20250802,07,10R,堅め,1,0.405,2-4-5,73740,×,×
20250802,07,11R,堅め,1,0.211,2-5-1,19350,×,○
20250802,07,12R,堅め,1,0.06,1-2-5,1370,○,◎
20250802,08,1R,堅め,1,0.332,1-2-3,350,○,◎
20250802,08,2R,波乱,4,-0.062,3-1-5,2470,×,×
20250802,08,3R,混戦,1,0.037,1-2-3,690,-,◎
20250802,08,4R,波乱,4,-0.036,1-2-3,560,×,×
20250802,08,5R,堅め,1,0.163,1-2-4,1010,○,◎
20250802,08,6R,堅め,1,0.22,1-3-4,610,○,◎
20250802,08,7R,混戦,1,-0.02,6-2-1,7390,-,○
20250802,08,8R,混戦,1,0.008,1-6-2,1670,-,◎
20250802,08,9R,混戦,1,-0.015,5-4-3,21060,-,×
20250802,08,10R,堅め,1,0.133,1-5-6,19310,×,◎
20250802,08,11R,堅め,1,0.089,1-2-4,760,○,◎
20250802,08,12R,波乱,4,-0.062,1-4-2,1350,×,○
20250802,10,1R,混戦,1,0.118,1-3-5,940,-,◎
20250802,10,2R,波乱,4,-0.03,1-2-3,2120,×,×
20250802,10,3R,混戦,1,0.032,1-3-6,5100,-,◎
20250802,10,4R,混戦,1,-0.002,3-6-4,6590,-,×
20250802,10,5R,波乱,4,-0.057,1-3-4,1110,×,○
20250802,10,6R,波乱,4,-0.114,2-1-4,2790,×,○
20250802,10,7R,混戦,1,-0.018,1-2-6,2260,-,◎
20250802,10,8R,混戦,1,-0.011,1-3-2,1250,-,◎
20250802,10,9R,波乱,4,-0.05,3-1-4,6140,○,○
20250802,10,10R,混戦,1,0.065,1-2-3,1150,-,◎
20250802,10,11R,波乱,4,-0.032,4-1-2,18100,○,◎
20250802,10,12R,混戦,1,0.007,1-3-6,1020,-,◎
20250802,11,1R,波乱,4,-0.127,2-4-5,3220,×,○
20250802,11,2R,堅め,1,0.132,1-4-2,1080,○,◎
20250802,11,3R,波乱,4,-0.144,2-4-3,1480,×,○
20250802,11,4R,堅め,1,0.173,1-2-3,1190,○,◎
20250802,11,5R,混戦,1,0.023,1-3-4,520,-,◎
20250802,11,6R,波乱,4,-0.188,3-4-5,5170,○,○
20250802,11,7R,波乱,4,-0.202,1-6-3,13480,○,×
20250802,11,8R,波乱,4,-0.33,5-2-6,10430,○,×
20250802,11,9R,堅め,1,0.184,3-2-1,18830,×,○
20250802,11,10R,堅め,1,0.161,1-3-2,670,○,◎
20250802,11,11R,堅め,1,0.245,1-2-4,1880,○,◎
20250802,11,12R,混戦,1,0.057,1-4-3,2050,-,◎
20250802,13,1R,波乱,4,-0.245,1-4-5,12220,○,○
20250802,13,2R,混戦,1,0.015,4-6-2,7330,-,×
20250802,13,3R,波乱,4,-0.078,2-5-1,12640,○,×
20250802,13,4R,波乱,4,-0.063,2-1-3,1590,×,×
20250802,13,5R,波乱,4,-0.041,1-3-5,810,×,×
20250802,13,6R,堅め,1,0.072,1-4-5,1280,○,◎
20250802,13,7R,波乱,4,-0.05,2-6-3,2010,×,×
20250802,13,8R,波乱,4,-0.083,2-3-4,2680,×,○
20250802,13,9R,堅め,1,0.127,2-3-1,1070,○,○
20250802,13,10R,波乱,4,-0.084,1-5-4,2700,×,○
20250802,13,11R,堅め,1,0.066,2-4-1,11920,×,○
20250802,13,12R,混戦,1,0.014,4-1-6,6590,-,○
20250802,16,1R,堅め,1,0.51,1-5-3,970,○,◎
20250802,16,2R,混戦,1,-0.042,4-1-5,3990,-,○
20250802,16,3R,波乱,4,-0.119,6-1-2,3750,×,×
20250802,16,4R,波乱,4,-0.326,2-4-3,1360,×,○
20250802,16,5R,混戦,1,-0.03,1-5-4,1100,-,◎
20250802,16,6R,堅め,1,0.273,1-3-4,3320,○,◎
20250802,16,7R,混戦,1,0.013,2-3-4,3630,-,×
20250802,16,8R,堅め,1,0.117,6-2-3,18270,×,×
20250802,16,9R,堅め,1,0.138,1-5-3,2190,○,◎
20250802,16,10R,波乱,4,-0.112,3-6-4,9090,○,○
20250802,16,11R,混戦,1,-0.04,1-2-3,2130,-,◎
20250802,16,12R,混戦,1,0.09,5-1-4,16200,-,○
20250802,18,1R,堅め,1,0.243,1-3-4,1830,○,◎
20250802,18,2R,堅め,1,0.076,3-1-2,1960,○,○
20250802,18,3R,堅め,1,0.067,1-5-3,1290,○,◎
20250802,18,4R,堅め,1,0.279,1-3-2,1620,○,◎
20250802,18,5R,堅め,1,0.217,1-2-4,2850,○,◎
20250802,18,6R,波乱,4,-0.102,1-3-4,590,×,○
20250802,18,7R,波乱,4,-0.034,1-6-2,940,×,×
20250802,18,8R,混戦,1,-0.012,1-5-3,1420,-,◎
20250802,18,9R,波乱,4,-0.291,2-6-1,4810,×,×
20250802,18,10R,波乱,4,-0.134,2-3-5,9440,○,×
20250802,18,11R,堅め,1,0.128,1-3-2,3040,○,◎
20250802,18,12R,堅め,1,0.055,1-4-3,1050,○,◎
20250802,20,1R,堅め,1,0.322,6-2-1,17650,×,○
20250802,20,2R,波乱,4,-0.035,6-4-1,3090,×,○
20250802,20,3R,堅め,1,0.101,3-2-1,12630,×,○
20250802,20,4R,混戦,1,0.067,4-5-6,17800,-,×
20250802,20,5R,堅め,1,0.11,2-3-4,4750,○,×
20250802,20,6R,波乱,4,-0.118,1-3-4,1180,×,○
20250802,20,7R,堅め,1,0.084,1-5-2,2750,○,◎
20250802,20,8R,堅め,1,0.123,1-4-5,6910,×,◎
20250802,20,9R,堅め,1,0.295,4-1-5,19090,×,○
20250802,20,10R,堅め,1,0.172,4-3-6,25800,×,×
20250802,20,11R,堅め,1,0.264,1-6-4,2060,○,◎
20250802,20,12R,混戦,1,0.023,1-3-2,1750,-,◎
20250802,21,1R,堅め,1,0.136,1-2-3,490,○,◎
20250802,21,2R,波乱,4,-0.112,1-2-3,1940,×,×
20250802,21,3R,堅め,1,0.232,3-5-1,1340,○,○
20250802,21,4R,混戦,1,0.034,4-5-6,7440,-,×
20250802,21,5R,堅め,1,0.127,1-4-2,1330,○,◎
20250802,21,6R,混戦,1,-0.013,1-2-4,970,-,◎
20250802,21,7R,混戦,1,-0.004,3-1-4,8010,-,○
20250802,21,8R,混戦,1,-0.021,2-4-1,8420,-,○
20250802,21,9R,堅め,1,0.109,1-2-5,510,○,◎
20250802,21,10R,堅め,1,0.211,1-2-3,420,○,◎
20250802,21,11R,混戦,1,0.036,1-2-3,400,-,◎
20250802,21,12R,堅め,1,0.387,3-2-1,11330,×,○
20250802,22,1R,堅め,1,0.371,1-2-5,1070,○,◎
20250802,22,2R,混戦,1,0.075,3-1-5,10980,-,○
20250802,22,3R,堅め,1,0.107,3-1-5,3120,○,○
20250802,22,4R,波乱,4,-0.277,4-2-5,5930,○,◎
20250802,22,5R,波乱,4,-0.205,3-1-6,8990,○,×
20250802,22,6R,混戦,1,-0.024,3-1-2,2340,-,○
20250802,22,7R,波乱,4,-0.061,4-6-5,10020,○,◎
20250802,22,8R,混戦,1,-0.047,1-2-3,2750,-,◎
20250802,22,9R,堅め,1,0.269,3-4-5,20760,×,×
20250802,22,10R,混戦,1,-0.011,4-1-6,3680,-,○
20250802,22,11R,混戦,1,0.013,3-1-2,7080,-,○
20250802,22,12R,堅め,1,0.214,1-6-2,5800,×,◎
20250802,23,1R,堅め,1,0.173,1-2-3,670,○,◎
20250802,23,2R,堅め,1,0.11,1-2-3,480,○,◎
20250802,23,3R,堅め,1,0.244,1-2-4,950,○,◎
20250802,23,4R,波乱,4,-0.041,2-3-1,4290,×,×
20250802,23,5R,堅め,1,0.225,3-1-5,8190,×,○
20250802,23,6R,波乱,4,-0.08,2-5-6,22540,○,×
20250802,23,7R,混戦,1,0.015,2-1-3,840,-,○
20250802,23,8R,混戦,1,0.087,5-1-2,790,-,○
20250802,23,9R,波乱,4,-0.128,4-1-2,2160,×,◎
20250802,23,10R,混戦,1,-0.005,3-2-1,10380,-,○
20250802,23,11R,波乱,4,-0.141,1-2-5,2820,×,×
20250802,23,12R,混戦,1,0.027,1-5-6,5830,-,◎
20250802,24,1R,波乱,4,-0.098,4-2-1,8600,○,◎
20250802,24,2R,堅め,1,0.232,3-2-4,46180,×,×
20250802,24,3R,堅め,1,0.312,1-6-4,1040,○,◎
20250802,24,4R,波乱,4,-0.054,3-1-5,7430,○,×
20250802,24,5R,混戦,1,-0.017,4-1-5,660,-,○
20250802,24,6R,堅め,1,0.104,1-2-4,1110,○,◎
20250802,24,7R,堅め,1,0.124,1-3-2,410,○,◎
20250802,24,8R,堅め,1,0.327,1-2-3,530,○,◎
20250802,24,9R,混戦,1,0.03,1-4-2,890,-,◎
20250802,24,10R,波乱,4,-0.129,1-2-4,1300,×,○
20250802,24,11R,波乱,4,-0.082,3-1-5,3290,×,×
20250802,24,12R,堅め,1,0.19,1-3-4,2550,○,◎
20250803,01,1R,波乱,4,-0.211,5-3-1,14950,○,×
20250803,01,2R,波乱,4,-0.041,1-3-2,3220,×,×
20250803,01,3R,混戦,1,0.014,3-5-4,4520,-,×
20250803,01,4R,波乱,4,-0.118,2-4-5,1900,×,○
20250803,01,5R,混戦,1,-0.005,1-2-6,1140,-,◎
20250803,01,6R,堅め,1,0.3,1-4-2,1930,○,◎
20250803,01,7R,堅め,1,0.046,3-1-2,1690,○,○
20250803,01,8R,堅め,1,0.147,1-3-2,3360,○,◎
20250803,01,9R,波乱,4,-0.228,4-1-2,3810,×,◎
20250803,01,10R,堅め,1,0.139,1-3-6,3150,○,◎
20250803,01,11R,波乱,4,-0.079,4-5-6,9830,○,◎
20250803,01,12R,堅め,1,0.274,1-5-6,2120,○,◎
20250803,03,1R,混戦,1,-0.026,3-2-4,14390,-,×
20250803,03,2R,波乱,4,-0.051,5-3-4,3910,×,○
20250803,03,3R,波乱,4,-0.225,3-4-5,8870,○,○
20250803,03,4R,波乱,4,-0.165,1-2-3,4070,×,×
20250803,03,5R,堅め,1,0.189,1-2-3,560,○,◎
20250803,03,6R,波乱,4,-0.101,2-1-4,8010,○,○
20250803,03,7R,堅め,1,0.034,3-2-1,1950,○,○
20250803,03,8R,堅め,1,0.064,4-3-5,15820,×,×
20250803,03,9R,堅め,1,0.098,2-1-4,2760,○,○
20250803,03,10R,堅め,1,0.235,1-3-4,2510,○,◎
20250803,03,11R,堅め,1,0.207,1-6-3,2080,○,◎
20250803,03,12R,堅め,1,0.032,2-4-1,9460,×,○
20250803,04,1R,波乱,4,-0.123,5-6-3,8840,○,×
20250803,04,2R,混戦,1,-0.055,6-3-1,5260,-,○
20250803,04,3R,混戦,1,-0.047,2-1-6,3500,-,○
20250803,04,4R,混戦,1,0.021,3-6-5,16760,-,×
20250803,04,5R,混戦,1,-0.048,1-5-3,3120,-,◎
20250803,04,6R,混戦,1,-0.005,3-2-1,8480,-,○
20250803,04,7R,混戦,1,0.139,6-4-5,46070,-,×
20250803,04,8R,混戦,1,0.047,3-1-2,5530,-,○
20250803,04,9R,混戦,1,0.103,1-5-4,1320,-,◎
20250803,04,10R,波乱,4,-0.12,1-2-3,1280,×,×
20250803,04,11R,堅め,1,0.149,1-2-6,1730,○,◎
20250803,04,12R,波乱,4,-0.222,1-3-4,2550,×,○
20250803,07,1R,波乱,4,-0.133,1-2-3,1650,×,×
20250803,07,2R,波乱,4,-0.054,2-5-1,5460,○,×
20250803,07,3R,波乱,4,-0.283,2-4-1,1930,×,○
20250803,07,4R,波乱,4,-0.073,4-1-6,22840,○,◎
20250803,07,5R,堅め,1,0.068,1-4-5,9280,×,◎
20250803,07,6R,波乱,4,-0.28,1-3-4,4050,×,○
20250803,07,7R,堅め,1,0.186,1-3-4,480,○,◎
20250803,07,8R,堅め,1,0.361,1-2-3,790,○,◎
20250803,07,9R,堅め,1,0.082,1-4-3,22590,×,◎
20250803,07,10R,波乱,4,-0.122,1-2-3,680,×,×
20250803,07,11R,堅め,1,0.25,1-4-3,2110,○,◎
20250803,07,12R,混戦,1,0.021,1-4-6,2270,-,◎
20250803,10,1R,混戦,1,0.049,1-4-5,3010,-,◎
20250803,10,2R,混戦,1,-0.018,1-4-2,3010,-,◎
20250803,10,3R,波乱,4,-0.087,1-3-2,1190,×,×
20250803,10,4R,波乱,4,-0.129,1-6-4,12450,○,○
20250803,10,5R,混戦,1,0.01,1-3-2,1700,-,◎
20250803,10,6R,混戦,1,0.013,5-1-3,27520,-,○
20250803,10,7R,混戦,1,-0.003,5-3-6,87880,-,×
20250803,10,8R,混戦,1,0.056,2-3-1,14430,-,○
20250803,10,9R,波乱,4,-0.039,1-2-3,1050,×,×
20250803,10,10R,混戦,1,0.056,2-3-4,2850,-,×
20250803,10,11R,混戦,1,0.073,3-4-1,3870,-,○
20250803,10,12R,波乱,4,-0.031,1-4-6,1700,×,○
20250803,11,1R,堅め,1,0.208,3-5-1,5500,×,○
20250803,11,2R,混戦,1,0.014,1-2-6,33950,-,◎
20250803,11,3R,混戦,1,0.007,3-1-5,2640,-,○
20250803,11,4R,混戦,1,-0.005,3-1-6,5470,-,○
20250803,11,5R,波乱,4,-0.11,1-3-4,570,×,○
20250803,11,6R,波乱,4,-0.073,1-3-5,4770,×,×
20250803,11,7R,混戦,1,0.039,1-6-3,840,-,◎
20250803,11,8R,堅め,1,0.172,1-3-2,2230,○,◎
20250803,11,9R,堅め,1,0.113,1-3-5,900,○,◎
20250803,11,10R,混戦,1,0.041,1-2-4,1050,-,◎
20250803,11,11R,混戦,1,-0.004,1-4-2,1130,-,◎
20250803,11,12R,堅め,1,0.299,1-2-5,920,○,◎
20250803,13,1R,混戦,1,-0.014,5-3-6,11290,-,×
20250803,13,2R,堅め,1,0.091,2-1-4,1030,○,○
20250803,13,3R,波乱,4,-0.087,2-1-4,2220,×,○
20250803,13,4R,堅め,1,0.258,1-2-6,960,○,◎
20250803,13,5R,堅め,1,0.068,1-2-4,650,○,◎
20250803,13,6R,混戦,1,0.043,4-2-1,3090,-,○
20250803,13,7R,波乱,4,-0.126,1-3-4,740,×,○
20250803,13,8R,堅め,1,0.071,1-2-6,760,○,◎
20250803,13,9R,堅め,1,0.229,1-3-5,1010,○,◎
20250803,13,10R,波乱,4,-0.138,1-4-6,6600,○,○
20250803,13,11R,堅め,1,0.07,1-6-3,6730,×,◎
20250803,13,12R,波乱,4,-0.047,1-2-4,1150,×,○
20250803,16,1R,堅め,1,0.391,1-3-2,460,○,◎
20250803,16,2R,混戦,1,-0.009,5-3-1,9550,-,○
20250803,16,3R,波乱,4,-0.061,6-4-5,14310,○,○
20250803,16,4R,波乱,4,-0.327,4-5-1,1040,×,◎
20250803,16,5R,混戦,1,-0.02,1-2-3,790,-,◎
20250803,16,6R,堅め,1,0.205,1-2-3,280,○,◎
20250803,16,7R,波乱,4,-0.125,1-3-4,3960,×,○
20250803,16,8R,混戦,1,0.031,3-5-4,1750,-,×
20250803,16,9R,堅め,1,0.15,1-6-3,1110,○,◎
20250803,16,10R,堅め,1,0.244,2-1-5,1500,○,○
20250803,16,11R,混戦,1,0.033,1-4-3,720,-,◎
20250803,16,12R,混戦,1,0.07,1-3-2,850,-,◎
20250803,17,1R,堅め,1,0.421,1-5-6,2140,○,◎
20250803,17,2R,混戦,1,-0.028,2-6-5,19230,-,×
20250803,17,3R,波乱,4,-0.115,3-5-6,18820,○,×
20250803,17,4R,波乱,4,-0.151,4-1-5,7560,○,◎
20250803,17,5R,堅め,1,0.275,1-2-3,760,○,◎
20250803,17,6R,波乱,4,-0.058,1-2-5,940,×,×
20250803,17,7R,波乱,4,-0.323,1-2-5,9340,○,×
20250803,17,8R,混戦,1,0.027,2-1-5,870,-,○
20250803,17,9R,混戦,1,-0.026,1-2-3,570,-,◎
20250803,17,10R,堅め,1,0.166,3-1-6,2130,○,○
20250803,17,11R,混戦,1,-0.033,1-2-4,810,-,◎
20250803,17,12R,混戦,1,-0.024,1-3-2,2490,-,◎
20250803,18,1R,堅め,1,0.2,1-3-2,1440,○,◎
20250803,18,2R,混戦,1,0.011,1-2-4,670,-,◎
20250803,18,3R,混戦,1,0.02,1-5-3,560,-,◎
20250803,18,4R,堅め,1,0.198,2-1-4,750,○,○
20250803,18,5R,波乱,4,-0.184,1-2-4,1120,×,○
20250803,18,6R,波乱,4,-0.115,1-4-5,680,×,○
20250803,18,7R,混戦,1,-0.013,1-3-2,2310,-,◎
20250803,18,8R,波乱,4,-0.21,1-4-6,4500,×,○
20250803,18,9R,堅め,1,0.152,6-1-4,8650,×,○
20250803,18,10R,混戦,1,0.019,2-5-1,2140,-,○
20250803,18,11R,波乱,4,-0.329,4-1-6,4750,×,◎
20250803,18,12R,堅め,1,0.14,1-4-5,1440,○,◎
20250803,20,1R,混戦,1,0.016,3-1-5,4200,-,○
20250803,20,2R,混戦,1,-0.019,1-5-6,5340,-,◎
20250803,20,3R,混戦,1,0.051,2-6-3,4970,-,×
20250803,20,4R,堅め,1,0.126,1-6-3,1280,○,◎
20250803,20,5R,混戦,1,0.057,1-2-3,900,-,◎
20250803,20,6R,堅め,1,0.105,1-2-6,1220,○,◎
20250803,20,7R,混戦,1,-0.005,5-6-4,29840,-,×
20250803,20,8R,堅め,1,0.161,1-5-4,3680,○,◎
20250803,20,9R,堅め,1,0.109,1-2-5,2050,○,◎
20250803,20,10R,堅め,1,0.097,1-2-4,860,○,◎
20250803,20,11R,混戦,1,0.07,1-3-2,1240,-,◎
20250803,20,12R,波乱,4,-0.034,1-2-4,910,×,○
20250803,21,1R,堅め,1,0.16,1-3-5,580,○,◎
20250803,21,2R,波乱,4,-0.268,4-5-1,660,×,◎
20250803,21,3R,堅め,1,0.143,1-3-5,580,○,◎
20250803,21,4R,波乱,4,-0.098,1-5-4,2440,×,○
20250803,21,5R,波乱,4,-0.062,1-4-2,1190,×,○
20250803,21,6R,波乱,4,-0.151,1-4-2,720,×,○
20250803,21,7R,混戦,1,0.019,2-1-4,1040,-,○
20250803,21,8R,波乱,4,-0.04,4-2-1,11030,○,◎
20250803,21,9R,堅め,1,0.077,1-2-3,790,○,◎
20250803,21,10R,堅め,1,0.059,1-2-4,540,○,◎
20250803,21,11R,堅め,1,0.281,1-2-3,530,○,◎
20250803,21,12R,混戦,1,0.016,1-2-4,1080,-,◎
20250803,22,1R,堅め,1,0.236,1-2-4,860,○,◎
20250803,22,2R,混戦,1,0.068,1-2-4,2290,-,◎
20250803,22,3R,混戦,1,-0.009,3-1-4,940,-,○
20250803,22,4R,波乱,4,-0.122,2-5-3,920,×,×
20250803,22,5R,混戦,1,0.019,1-2-4,1580,-,◎
20250803,22,6R,波乱,4,-0.082,1-5-6,16800,○,×
20250803,22,7R,堅め,1,0.138,1-3-2,1380,○,◎
20250803,22,8R,堅め,1,0.123,2-1-6,1060,○,○
20250803,22,9R,混戦,1,-0.015,1-2-3,770,-,◎
20250803,22,10R,堅め,1,0.277,1-3-2,1060,○,◎
20250803,22,11R,堅め,1,0.21,2-3-1,2120,○,○
20250803,22,12R,混戦,1,0.079,2-3-5,26400,-,×
20250803,23,1R,堅め,1,0.392,4-5-1,8730,×,○
20250803,23,2R,堅め,1,0.22,1-3-2,600,○,◎
20250803,23,3R,堅め,1,0.176,5-1-3,6080,×,○
20250803,23,4R,波乱,4,-0.074,5-1-3,14040,○,×
20250803,23,5R,堅め,1,0.245,1-5-3,1180,○,◎
20250803,23,6R,波乱,4,-0.172,3-1-5,1110,×,×
20250803,23,7R,混戦,1,-0.003,5-4-2,22030,-,×
20250803,23,8R,波乱,4,-0.128,1-5-4,1010,×,○
20250803,23,9R,堅め,1,0.12,1-2-3,840,○,◎
20250803,23,10R,波乱,4,-0.235,2-4-5,18190,○,○
20250803,23,11R,波乱,4,-0.204,4-2-3,10240,○,◎
20250803,23,12R,堅め,1,0.1,4-5-2,6410,×,×
20250803,24,1R,混戦,1,0.031,1-4-5,4620,-,◎
20250803,24,2R,混戦,1,-0.003,2-3-5,9580,-,×
20250803,24,3R,堅め,1,0.219,3-1-5,4770,○,○
20250803,24,4R,混戦,1,-0.028,3-6-1,39130,-,○
20250803,24,5R,波乱,4,-0.063,1-6-2,830,×,×
20250803,24,6R,堅め,1,0.11,1-6-3,3120,○,◎
20250803,24,7R,混戦,1,0.041,1-5-2,5760,-,◎
20250803,24,8R,混戦,1,0.061,4-2-5,14110,-,×
20250803,24,9R,波乱,4,-0.038,2-3-1,6260,○,×
20250803,24,10R,波乱,4,-0.211,1-2-3,690,×,×
20250803,24,11R,混戦,1,0.005,3-4-5,15210,-,×
20250803,24,12R,混戦,1,0.031,1-4-5,2490,-,◎
20250804,01,1R,堅め,1,0.034,1-6-3,3620,○,◎
20250804,01,2R,波乱,4,-0.208,5-4-1,12250,○,○
20250804,01,3R,堅め,1,0.053,6-1-5,4810,○,○
20250804,01,4R,堅め,1,0.08,5-3-6,10280,×,×
20250804,01,5R,波乱,4,-0.161,6-1-3,12600,○,×
20250804,01,6R,堅め,1,0.249,1-3-6,2300,○,◎
20250804,01,7R,堅め,1,0.1,1-3-4,590,○,◎
20250804,01,8R,堅め,1,0.076,4-1-6,52690,×,○
20250804,01,9R,混戦,1,-0.025,1-2-5,4070,-,◎
20250804,01,10R,波乱,4,-0.163,4-6-3,6310,○,◎
20250804,01,11R,堅め,1,0.28,6-1-2,12540,×,○
20250804,01,12R,堅め,1,0.287,1-3-6,3510,○,◎
20250804,03,1R,堅め,1,0.088,6-1-5,72420,×,○
20250804,03,2R,混戦,1,-0.001,4-3-1,16590,-,○
20250804,03,3R,波乱,4,-0.041,1-5-4,22040,○,○
20250804,03,4R,波乱,4,-0.221,2-1-3,6590,○,×
20250804,03,5R,波乱,4,-0.055,1-2-3,1220,×,×
20250804,03,6R,波乱,4,-0.177,2-4-3,6440,○,○
20250804,03,7R,波乱,4,-0.051,2-5-1,3350,×,×
20250804,03,8R,堅め,1,0.103,1-2-6,1500,○,◎
20250804,03,9R,堅め,1,0.235,2-1-3,1980,○,○
20250804,07,1R,堅め,1,0.084,1-5-4,4550,○,◎
20250804,07,2R,混戦,1,-0.009,1-3-6,860,-,◎
20250804,07,3R,堅め,1,0.093,1-2-4,2060,○,◎
20250804,07,4R,混戦,1,-0.003,1-3-5,960,-,◎
20250804,07,5R,堅め,1,0.181,5-4-1,4190,○,○
20250804,07,6R,波乱,4,-0.061,1-4-5,590,×,○
20250804,07,7R,堅め,1,0.299,1-3-4,430,○,◎
20250804,07,8R,堅め,1,0.192,1-6-3,4690,○,◎
20250804,07,9R,堅め,1,0.149,1-2-3,790,○,◎
20250804,07,10R,波乱,4,-0.101,4-2-3,25980,○,◎
20250804,07,11R,波乱,4,-0.219,4-6-1,7070,○,◎
20250804,07,12R,波乱,4,-0.06,1-6-5,7220,○,×
20250804,09,1R,堅め,1,0.228,1-2-4,1090,○,◎
20250804,09,2R,混戦,1,-0.016,2-5-3,26570,-,×
20250804,09,3R,波乱,4,-0.21,2-3-4,4460,×,○
20250804,09,4R,混戦,1,-0.0,5-2-1,15580,-,○
20250804,09,5R,堅め,1,0.108,3-6-4,173400,×,×
20250804,09,6R,混戦,1,0.028,3-1-6,700,-,○
20250804,09,7R,波乱,4,-0.281,4-2-5,2250,×,◎
20250804,09,8R,堅め,1,0.156,1-2-3,640,○,◎
20250804,09,9R,混戦,1,0.03,5-3-4,34840,-,×
20250804,09,10R,堅め,1,0.346,1-2-6,710,○,◎
20250804,09,11R,混戦,1,-0.032,1-4-3,780,-,◎
20250804,09,12R,波乱,4,-0.042,1-2-4,720,×,○
20250804,10,1R,混戦,1,0.102,2-1-5,12360,-,○
20250804,10,2R,混戦,1,0.032,3-1-5,5580,-,○
20250804,10,3R,混戦,1,0.068,1-4-2,1540,-,◎
20250804,10,4R,混戦,1,0.027,1-2-3,770,-,◎
20250804,10,5R,混戦,1,0.03,5-2-3,69430,-,×
20250804,10,6R,混戦,1,-0.0,1-3-2,1490,-,◎
20250804,10,7R,波乱,4,-0.07,2-1-4,1570,×,○
20250804,10,8R,混戦,1,-0.027,1-3-5,1430,-,◎
20250804,10,9R,混戦,1,0.077,1-3-5,1660,-,◎
20250804,10,10R,波乱,4,-0.032,1-3-5,1040,×,×
20250804,10,11R,波乱,4,-0.142,4-2-5,8800,○,◎
20250804,10,12R,堅め,1,0.132,1-2-6,2460,○,◎
20250804,11,1R,混戦,1,0.008,1-4-3,750,-,◎
