日付,場コード,レース,判定,主役艇,スコア,着順,配当,波乱正誤,主役正誤
20251204,08,4R,堅め,1,0.084,2-5-6,46580,×,×
20251204,08,5R,波乱,4,-0.048,2-1-4,2440,×,○
20251204,08,6R,混戦,1,-0.01,2-5-4,5020,-,×
20251204,08,7R,堅め,1,0.079,2-3-4,3600,○,×
20251204,08,8R,混戦,1,0.032,1-6-4,13750,-,◎
20251204,08,9R,堅め,1,0.086,1-2-5,1050,○,◎
20251204,08,10R,堅め,1,0.154,1-5-3,860,○,◎
20251204,08,11R,混戦,1,-0.001,1-2-3,960,-,◎
20251204,08,12R,堅め,1,0.145,4-1-2,9560,×,○
20251204,11,1R,波乱,4,-0.077,1-4-3,610,×,○
20251204,11,2R,混戦,1,-0.024,1-6-3,18850,-,◎
20251204,11,3R,混戦,1,0.031,3-5-6,2710,-,×
20251204,11,4R,波乱,4,-0.063,2-6-5,11160,○,×
20251204,11,5R,堅め,1,0.132,1-6-3,2510,○,◎
20251204,11,6R,波乱,4,-0.255,4-2-3,3630,×,◎
20251204,11,7R,混戦,1,0.107,1-5-2,1020,-,◎
20251204,11,8R,波乱,4,-0.173,6-4-5,24620,○,○
20251204,11,9R,波乱,4,-0.044,5-3-4,8260,○,○
20251204,11,10R,堅め,1,0.155,3-1-5,2080,○,○
20251204,11,11R,混戦,1,0.021,1-5-3,10120,-,◎
20251204,11,12R,波乱,4,-0.036,3-4-2,4670,×,○
20251204,13,1R,堅め,1,0.051,1-4-5,8560,×,◎
20251204,13,2R,混戦,1,0.029,2-4-5,1410,-,×
20251204,13,3R,混戦,1,-0.019,2-1-3,6740,-,○
20251204,13,4R,波乱,4,-0.231,3-5-4,700,×,○
20251204,13,5R,堅め,1,0.075,2-5-1,7510,×,○
20251204,13,6R,波乱,4,-0.143,1-5-6,11190,○,×
20251204,13,7R,堅め,1,0.173,2-1-5,1020,○,○
20251204,13,8R,堅め,1,0.202,4-6-1,15500,×,○
20251204,13,9R,堅め,1,0.079,1-6-4,12210,×,◎
20251204,13,10R,堅め,1,0.073,4-5-1,31770,×,○
20251204,13,11R,混戦,1,0.034,1-4-2,1460,-,◎
20251204,13,12R,堅め,1,0.342,1-2-3,450,○,◎
20251204,14,1R,堅め,1,0.342,1-2-3,350,○,◎
20251204,14,2R,波乱,4,-0.17,6-4-2,1630,×,○
20251204,14,3R,堅め,1,0.067,1-2-4,1310,○,◎
20251204,14,4R,堅め,1,0.109,3-1-6,2310,○,○
20251204,14,5R,堅め,1,0.059,6-4-2,8620,×,×
20251204,14,6R,混戦,1,-0.017,1-4-3,8500,-,◎
20251204,14,7R,混戦,1,0.019,1-4-2,3110,-,◎
20251204,14,8R,堅め,1,0.206,1-2-5,730,○,◎
20251204,14,9R,波乱,4,-0.081,3-2-4,1840,×,○
20251204,14,10R,堅め,1,0.26,2-4-1,7380,×,○
20251204,14,11R,堅め,1,0.246,3-1-2,5320,×,○
20251204,14,12R,波乱,4,-0.053,3-1-5,7240,○,×
20251204,15,1R,波乱,4,-0.075,4-3-6,9710,○,◎
20251204,15,2R,波乱,4,-0.167,3-1-2,5070,○,×
20251204,15,3R,波乱,4,-0.143,5-4-6,3050,×,○
20251204,15,4R,堅め,1,0.121,1-2-3,1400,○,◎
20251204,15,5R,堅め,1,0.131,5-3-6,1430,○,×
20251204,15,6R,堅め,1,0.082,5-1-2,4810,○,○
20251204,15,7R,堅め,1,0.075,3-1-4,1180,○,○
20251204,15,8R,堅め,1,0.069,1-2-5,1320,○,◎
20251204,15,9R,堅め,1,0.085,1-3-4,1780,○,◎
20251204,15,10R,堅め,1,0.293,2-1-3,3270,○,○
20251204,15,11R,堅め,1,0.087,1-4-6,2040,○,◎
20251204,15,12R,波乱,4,-0.044,3-6-2,20950,○,×
20251204,17,1R,堅め,1,0.168,1-3-2,1110,○,◎
20251204,17,2R,波乱,4,-0.082,2-5-1,2870,×,×
20251204,17,3R,波乱,4,-0.065,3-5-1,5530,○,×
20251204,17,4R,混戦,1,0.064,1-5-2,12300,-,◎
20251204,17,5R,堅め,1,0.232,5-4-1,7160,×,○
20251204,17,6R,堅め,1,0.151,3-1-6,3490,○,○
20251204,17,7R,波乱,4,-0.079,4-1-6,10050,○,◎
20251204,17,8R,波乱,4,-0.355,4-3-1,1590,×,◎
20251204,17,9R,波乱,4,-0.208,2-1-4,1860,×,○
20251204,17,10R,堅め,1,0.441,1-2-5,670,○,◎
20251204,17,11R,混戦,1,-0.027,4-5-3,15520,-,×
20251204,17,12R,混戦,1,0.051,1-3-5,570,-,◎
20251204,18,1R,堅め,1,0.104,2-4-5,22170,×,×
20251204,18,2R,混戦,1,-0.025,1-3-4,810,-,◎
20251204,18,3R,混戦,1,0.016,1-3-5,620,-,◎
20251204,18,4R,堅め,1,0.26,1-2-3,670,○,◎
20251204,18,5R,堅め,1,0.11,3-2-5,24590,×,×
20251204,18,6R,波乱,4,-0.131,4-3-5,14940,○,◎
20251204,18,7R,波乱,4,-0.124,2-1-4,2440,×,○
20251204,18,8R,波乱,4,-0.166,4-2-6,3430,×,◎
20251204,18,9R,波乱,4,-0.042,1-4-3,4020,×,○
20251204,18,10R,堅め,1,0.147,1-2-3,360,○,◎
20251204,18,11R,堅め,1,0.054,1-5-4,1670,○,◎
20251204,18,12R,堅め,1,0.092,1-2-6,1360,○,◎
20251204,21,1R,堅め,1,0.229,5-1-6,1580,○,○
20251204,21,2R,堅め,1,0.125,1-2-3,1510,○,◎
20251204,21,3R,堅め,1,0.262,5-3-4,39000,×,×
20251204,21,4R,堅め,1,0.123,1-3-5,660,○,◎
20251204,21,5R,堅め,1,0.1,1-3-5,2160,○,◎
20251204,21,6R,堅め,1,0.051,1-2-5,3600,○,◎
20251204,21,7R,混戦,1,-0.009,6-2-1,1860,-,○
20251204,21,8R,堅め,1,0.234,2-4-1,17240,×,○
20251204,21,9R,波乱,4,-0.132,1-2-3,620,×,×
20251204,21,10R,堅め,1,0.24,6-1-2,59530,×,○
20251204,21,11R,混戦,1,0.015,3-1-5,9750,-,○
20251204,21,12R,堅め,1,0.206,4-3-1,34960,×,○
20251204,24,1R,混戦,1,0.025,1-3-2,1170,-,◎
20251204,24,2R,堅め,1,0.097,1-5-2,610,○,◎
20251204,24,3R,波乱,4,-0.253,2-5-4,3020,×,○
20251204,24,4R,波乱,4,-0.123,3-4-6,3650,×,○
20251204,24,5R,堅め,1,0.119,2-3-4,2800,○,×
20251204,24,6R,堅め,1,0.428,1-4-3,5170,×,◎
20251204,24,7R,波乱,4,-0.189,1-3-5,7570,○,×
20251204,24,8R,堅め,1,0.215,1-2-3,410,○,◎
20251204,24,9R,堅め,1,0.135,4-6-1,8930,×,○
20251204,24,10R,堅め,1,0.109,1-2-4,1640,○,◎
20251204,24,11R,混戦,1,0.007,2-3-1,6710,-,○
20251204,24,12R,堅め,1,0.199,3-2-5,30120,×,×
20251205,02,1R,波乱,4,-0.067,2-6-4,29460,○,○
20251205,02,2R,波乱,4,-0.287,1-4-2,3420,×,○
20251205,02,3R,波乱,4,-0.06,3-2-4,1260,×,○
20251205,02,4R,混戦,1,0.018,2-3-1,2450,-,○
20251205,02,5R,混戦,1,0.049,3-2-1,42270,-,○
20251205,02,6R,堅め,1,0.288,1-2-3,390,○,◎
20251205,02,7R,堅め,1,0.216,1-4-2,2290,○,◎
20251205,02,8R,混戦,1,0.055,5-2-1,16940,-,○
20251205,02,9R,堅め,1,0.116,3-4-6,5420,×,×
20251205,02,10R,堅め,1,0.258,4-3-1,13100,×,○
20251205,02,11R,堅め,1,0.329,1-3-2,1010,○,◎
20251205,02,12R,波乱,4,-0.173,2-4-1,2900,×,○
20251205,07,1R,堅め,1,0.161,1-5-2,4410,○,◎
20251205,07,2R,堅め,1,0.097,1-3-5,1510,○,◎
20251205,07,3R,堅め,1,0.237,5-2-4,23850,×,×
20251205,07,4R,波乱,4,-0.149,6-2-1,6010,○,×
20251205,07,5R,堅め,1,0.224,1-3-6,11370,×,◎
20251205,07,6R,波乱,4,-0.141,4-5-6,1900,×,◎
20251205,07,7R,混戦,1,0.004,4-3-1,2610,-,○
20251205,07,8R,堅め,1,0.317,5-3-6,3690,○,×
20251205,07,9R,波乱,4,-0.091,1-2-3,660,×,×
20251205,07,10R,波乱,4,-0.042,1-5-2,9710,○,×
20251205,07,11R,堅め,1,0.191,1-4-6,5580,×,◎
20251205,07,12R,堅め,1,0.148,6-2-4,15670,×,×
20251205,08,1R,混戦,1,-0.028,1-2-3,1030,-,◎
20251205,08,2R,波乱,4,-0.042,1-2-5,3250,×,×
20251205,08,3R,混戦,1,0.027,4-5-1,12940,-,○
20251205,08,4R,波乱,4,-0.058,5-1-2,3440,×,×
20251205,08,5R,混戦,1,0.023,1-3-6,960,-,◎
20251205,08,6R,波乱,4,-0.116,3-5-6,2970,×,×
20251205,08,7R,波乱,4,-0.122,1-4-5,2120,×,○
20251205,08,8R,混戦,1,0.012,1-6-5,11880,-,◎
20251205,08,9R,堅め,1,0.185,1-3-4,730,○,◎
20251205,08,10R,混戦,1,-0.028,3-1-5,1490,-,○
20251205,08,11R,波乱,4,-0.128,1-4-3,1760,×,○
20251205,08,12R,混戦,1,0.029,4-5-3,40710,-,×
20251205,10,1R,混戦,1,0.124,1-5-2,6660,-,◎
20251205,10,2R,混戦,1,0.105,2-3-4,3090,-,×
20251205,10,3R,堅め,1,0.319,3-1-2,3520,○,○
20251205,10,4R,波乱,4,-0.031,3-1-6,15370,○,×
20251205,10,5R,混戦,1,0.096,5-1-2,5250,-,○
20251205,10,6R,混戦,1,0.125,2-1-3,2820,-,○
20251205,10,7R,波乱,4,-0.156,1-3-2,1400,×,×
20251205,10,8R,波乱,4,-0.198,4-5-6,6460,○,◎
20251205,10,9R,波乱,4,-0.138,1-5-2,5170,○,×
20251205,10,10R,波乱,4,-0.119,4-2-3,24960,○,◎
20251205,10,11R,堅め,1,0.176,2-1-4,7710,×,○
20251205,10,12R,混戦,1,0.012,1-5-3,2310,-,◎
20251205,11,1R,混戦,1,0.103,1-2-3,750,-,◎
20251205,11,2R,混戦,1,-0.002,3-2-4,4250,-,×
20251205,11,3R,波乱,4,-0.195,1-3-5,1670,×,×
20251205,11,4R,波乱,4,-0.308,1-4-3,1520,×,○
20251205,11,5R,波乱,4,-0.247,4-5-3,19210,○,◎
20251205,11,6R,混戦,1,0.092,1-3-4,2690,-,◎
20251205,11,7R,波乱,4,-0.15,4-5-3,5620,○,◎
20251205,11,8R,波乱,4,-0.23,3-4-2,2980,×,○
20251205,11,9R,混戦,1,0.067,3-4-6,6200,-,×
20251205,11,10R,波乱,4,-0.122,5-2-4,17490,○,○
20251205,11,11R,堅め,1,0.26,1-2-3,340,○,◎
20251205,11,12R,波乱,4,-0.053,1-2-4,710,×,○
20251205,13,1R,波乱,4,-0.181,4-3-5,3160,×,◎
20251205,13,2R,混戦,1,0.02,5-1-2,4370,-,○
20251205,13,3R,波乱,4,-0.229,3-4-5,1780,×,○
20251205,13,4R,波乱,4,-0.11,1-2-3,1820,×,×
20251205,13,5R,堅め,1,0.272,1-2-5,740,○,◎
20251205,13,6R,波乱,4,-0.076,1-3-4,840,×,○
20251205,13,7R,波乱,4,-0.29,4-5-1,6060,○,◎
20251205,13,8R,波乱,4,-0.058,1-2-3,1280,×,×
20251205,13,9R,混戦,1,0.011,1-3-4,1000,-,◎
20251205,13,10R,堅め,1,0.215,1-2-5,660,○,◎
20251205,13,11R,波乱,4,-0.049,5-3-4,55380,○,○
20251205,13,12R,波乱,4,-0.048,1-4-5,1330,×,○
20251205,14,1R,堅め,1,0.215,2-3-6,129240,×,×
20251205,14,2R,堅め,1,0.063,3-1-2,2240,○,○
20251205,14,3R,堅め,1,0.249,1-4-3,3080,○,◎
20251205,14,4R,堅め,1,0.052,4-5-1,1660,○,○
20251205,14,5R,堅め,1,0.136,3-1-4,5470,×,○
20251205,14,6R,堅め,1,0.263,1-2-4,2290,○,◎
20251205,14,7R,混戦,1,0.001,4-1-2,13050,-,○
20251205,14,8R,堅め,1,0.054,2-5-1,10020,×,○
20251205,14,9R,堅め,1,0.101,4-1-3,6360,×,○
20251205,14,10R,波乱,4,-0.196,4-1-6,6050,○,◎
20251205,14,11R,堅め,1,0.277,4-5-2,70310,×,×
20251205,14,12R,堅め,1,0.126,5-6-4,47680,×,×
20251205,15,1R,堅め,1,0.122,3-1-4,3510,○,○
20251205,15,2R,波乱,4,-0.215,2-1-4,2680,×,○
20251205,15,3R,堅め,1,0.078,3-1-6,6070,×,○
20251205,15,4R,波乱,4,-0.416,4-3-5,3370,×,◎
20251205,15,5R,波乱,4,-0.274,4-5-6,1190,×,◎
20251205,15,6R,混戦,1,0.031,2-1-3,1050,-,○
20251205,15,7R,堅め,1,0.073,1-3-6,8000,×,◎
20251205,15,8R,堅め,1,0.211,2-3-5,39840,×,×
20251205,15,9R,堅め,1,0.193,5-2-6,17970,×,×
20251205,15,10R,混戦,1,0.047,3-5-1,9250,-,○
20251205,15,11R,堅め,1,0.245,1-3-6,2650,○,◎
20251205,15,12R,堅め,1,0.194,1-3-2,1920,○,◎
20251205,17,1R,堅め,1,0.168,1-4-2,1830,○,◎
20251205,17,2R,波乱,4,-0.281,1-5-6,17570,○,×
20251205,17,3R,波乱,4,-0.215,2-1-4,5120,○,○
20251205,17,4R,堅め,1,0.105,3-4-5,2430,○,×
20251205,17,5R,波乱,4,-0.075,2-1-3,3480,×,×
20251205,17,6R,堅め,1,0.127,1-6-4,960,○,◎
20251205,17,7R,堅め,1,0.18,1-6-4,11080,×,◎
20251205,17,8R,堅め,1,0.155,3-5-1,19270,×,○
20251205,17,9R,堅め,1,0.196,1-3-2,680,○,◎
20251205,17,10R,波乱,4,-0.081,1-4-5,2520,×,○
20251205,17,11R,堅め,1,0.133,1-2-6,1480,○,◎
20251205,17,12R,堅め,1,0.395,1-2-3,670,○,◎
20251205,18,1R,堅め,1,0.15,4-5-2,11230,×,×
20251205,18,2R,混戦,1,0.001,4-1-3,4510,-,○
20251205,18,3R,波乱,4,-0.135,1-3-2,1400,×,×
20251205,18,4R,堅め,1,0.29,1-4-2,4310,○,◎
20251205,18,5R,混戦,1,-0.005,1-3-6,3890,-,◎
20251205,18,6R,波乱,4,-0.402,3-1-6,16940,○,×
20251205,18,7R,波乱,4,-0.048,1-2-5,830,×,×
20251205,18,8R,波乱,4,-0.292,2-3-4,1890,×,○
20251205,18,9R,堅め,1,0.043,1-3-4,650,○,◎
20251205,18,10R,波乱,4,-0.142,3-4-5,2100,×,○
20251205,18,11R,波乱,4,-0.134,3-2-1,6480,○,×
20251205,18,12R,堅め,1,0.059,1-3-5,1590,○,◎
20251205,20,1R,混戦,1,0.054,1-4-6,4530,-,◎
20251205,20,2R,混戦,1,0.073,3-6-2,2420,-,×
20251205,20,3R,波乱,4,-0.045,2-3-4,10800,○,○
20251205,20,4R,波乱,4,-0.294,1-2-4,1440,×,○
20251205,20,5R,混戦,1,0.065,2-1-5,2560,-,○
20251205,20,6R,堅め,1,0.111,1-2-3,630,○,◎
20251205,20,7R,堅め,1,0.285,1-2-5,340,○,◎
20251205,20,8R,堅め,1,0.367,1-3-2,590,○,◎
20251205,20,9R,堅め,1,0.224,3-1-4,7200,×,○
20251205,20,10R,波乱,4,-0.037,1-3-6,3230,×,×
20251205,20,11R,堅め,1,0.128,1-2-4,2700,○,◎
20251205,20,12R,堅め,1,0.082,2-1-5,3450,○,○
20251205,22,1R,堅め,1,0.238,1-2-3,620,○,◎
20251205,22,2R,波乱,4,-0.323,2-5-1,32420,○,×
20251205,22,3R,波乱,4,-0.06,1-2-3,1700,×,×
20251205,22,4R,波乱,4,-0.116,1-5-4,9600,○,○
20251205,22,5R,堅め,1,0.111,1-3-6,1490,○,◎
20251205,22,6R,波乱,4,-0.321,4-2-5,5870,○,◎
20251205,22,7R,混戦,1,-0.002,1-2-5,2530,-,◎
20251205,22,8R,堅め,1,0.438,1-2-3,310,○,◎
20251205,22,9R,混戦,1,0.054,1-4-3,1750,-,◎
20251205,22,10R,堅め,1,0.294,1-5-2,1970,○,◎
20251205,22,11R,混戦,1,0.003,3-1-2,3420,-,○
20251205,22,12R,波乱,4,-0.114,3-4-6,6360,○,○
20251205,24,1R,混戦,1,0.056,5-1-3,6620,-,○
20251205,24,2R,堅め,1,0.098,2-3-1,37860,×,○
20251205,24,3R,堅め,1,0.207,1-5-3,850,○,◎
20251205,24,4R,堅め,1,0.29,1-5-4,1950,○,◎
20251205,24,5R,堅め,1,0.134,1-5-3,900,○,◎
20251205,24,6R,堅め,1,0.344,1-5-2,630,○,◎
20251205,24,7R,堅め,1,0.117,1-2-3,490,○,◎
20251205,24,8R,波乱,4,-0.048,1-3-4,1820,×,○
20251205,24,9R,堅め,1,0.301,1-3-4,1880,○,◎
20251205,24,10R,波乱,4,-0.167,1-4-2,1150,×,○
20251205,24,11R,波乱,4,-0.157,1-3-2,810,×,×
20251205,24,12R,波乱,4,-0.092,4-6-5,29770,○,◎
20251206,02,1R,堅め,1,0.117,4-1-5,3480,○,○
20251206,02,2R,波乱,4,-0.152,3-1-5,3190,×,×
20251206,02,3R,波乱,4,-0.043,1-4-2,2800,×,○
20251206,02,4R,混戦,1,0.052,1-3-6,990,-,◎
20251206,02,5R,波乱,4,-0.169,1-5-3,2930,×,×
20251206,02,6R,混戦,1,0.032,1-2-3,1180,-,◎
20251206,02,7R,波乱,4,-0.06,1-2-6,1450,×,×
20251206,02,8R,堅め,1,0.335,1-3-5,750,○,◎
20251206,02,9R,堅め,1,0.202,3-2-4,20110,×,×
20251206,02,10R,波乱,4,-0.109,1-2-4,1320,×,○
20251206,02,11R,堅め,1,0.284,1-3-4,2010,○,◎
20251206,02,12R,波乱,4,-0.127,6-3-1,31190,○,×
20251206,07,1R,堅め,1,0.08,4-2-1,25350,×,○
20251206,07,2R,波乱,4,-0.207,2-3-1,6300,○,×
20251206,07,3R,堅め,1,0.111,5-1-2,3140,○,○
20251206,07,4R,堅め,1,0.034,1-2-3,1120,○,◎
20251206,07,5R,混戦,1,-0.014,1-3-5,500,-,◎
20251206,07,6R,堅め,1,0.09,1-6-4,17880,×,◎
20251206,07,7R,堅め,1,0.039,1-3-2,1290,○,◎
20251206,07,8R,堅め,1,0.104,2-1-3,2630,○,○
20251206,07,9R,堅め,1,0.459,1-5-4,3640,○,◎
20251206,07,10R,堅め,1,0.08,5-4-2,55340,×,×
20251206,07,11R,混戦,1,-0.039,1-4-2,2830,-,◎
20251206,07,12R,混戦,1,0.003,1-2-3,1570,-,◎
20251206,08,1R,波乱,4,-0.19,4-1-2,3480,×,◎
20251206,08,2R,堅め,1,0.06,4-1-5,7480,×,○
20251206,08,3R,波乱,4,-0.096,4-1-6,2930,×,◎
20251206,08,4R,混戦,1,0.028,2-3-5,19470,-,×
20251206,08,5R,混戦,1,-0.027,4-2-1,12910,-,○
20251206,08,6R,混戦,1,-0.002,1-2-4,680,-,◎
20251206,08,7R,混戦,1,-0.016,1-3-2,800,-,◎
20251206,08,8R,堅め,1,0.076,1-6-2,8830,×,◎
20251206,08,9R,混戦,1,0.017,1-2-5,5370,-,◎
20251206,08,10R,堅め,1,0.086,1-3-6,2780,○,◎
20251206,08,11R,堅め,1,0.066,1-4-2,2020,○,◎
20251206,08,12R,波乱,4,-0.081,1-4-3,2540,×,○
20251206,09,1R,堅め,1,0.077,1-3-2,540,○,◎
20251206,09,2R,波乱,4,-0.044,5-3-4,31750,○,○
20251206,09,3R,波乱,4,-0.117,3-4-1,4600,×,○
20251206,09,4R,波乱,4,-0.156,1-6-5,12810,○,×
20251206,09,5R,堅め,1,0.288,1-5-3,2240,○,◎
20251206,09,6R,堅め,1,0.068,1-2-6,4770,○,◎
20251206,09,7R,堅め,1,0.132,1-2-3,600,○,◎
20251206,09,8R,波乱,4,-0.115,3-1-5,2940,×,×
20251206,09,9R,波乱,4,-0.058,1-2-4,590,×,○
20251206,09,10R,混戦,1,0.046,1-3-5,860,-,◎
20251206,09,11R,波乱,4,-0.061,1-4-5,2540,×,○
20251206,09,12R,混戦,1,0.016,5-2-6,26590,-,×
20251206,10,1R,混戦,1,0.105,1-2-5,750,-,◎
20251206,10,2R,堅め,1,0.195,1-4-6,4680,○,◎
20251206,10,3R,堅め,1,0.274,1-2-5,3650,○,◎
20251206,10,4R,堅め,1,0.384,1-2-4,2890,○,◎
20251206,10,5R,混戦,1,0.115,3-1-5,3750,-,○
20251206,10,6R,波乱,4,-0.162,4-5-3,2290,×,◎
20251206,10,7R,混戦,1,-0.019,6-3-2,95070,-,×
20251206,10,8R,波乱,4,-0.307,3-5-4,12260,○,○
20251206,10,9R,波乱,4,-0.212,3-4-1,2350,×,○
20251206,10,10R,混戦,1,0.038,1-2-3,940,-,◎
20251206,10,11R,波乱,4,-0.04,1-4-2,3020,×,○
20251206,10,12R,堅め,1,0.217,2-3-6,2640,○,×
20251206,11,1R,堅め,1,0.251,2-1-5,31900,×,○
20251206,11,2R,波乱,4,-0.077,5-2-1,9200,○,×
20251206,11,3R,波乱,4,-0.158,1-2-5,7560,○,×
20251206,11,4R,波乱,4,-0.057,6-5-4,3680,×,○
20251206,11,5R,堅め,1,0.141,5-1-6,10140,×,○
20251206,11,6R,堅め,1,0.3,2-4-3,6990,×,×
20251206,11,7R,波乱,4,-0.118,3-1-6,2730,×,×
20251206,11,8R,波乱,4,-0.115,4-3-5,3950,×,◎
20251206,11,9R,波乱,4,-0.185,5-2-1,19320,○,×
20251206,11,10R,堅め,1,0.327,1-5-2,3350,○,◎
20251206,11,11R,堅め,1,0.336,6-4-1,419210,×,○
20251206,11,12R,混戦,1,0.1,1-2-6,10670,-,◎
20251206,15,1R,混戦,1,-0.026,1-5-3,1400,-,◎
20251206,15,2R,堅め,1,0.148,1-2-3,580,○,◎
20251206,15,3R,波乱,4,-0.286,1-5-3,8600,○,×
20251206,15,4R,混戦,1,0.04,1-2-3,1660,-,◎
20251206,15,5R,波乱,4,-0.212,1-2-4,1060,×,○
20251206,15,6R,堅め,1,0.193,6-5-1,3810,○,○
20251206,15,7R,波乱,4,-0.101,1-4-2,1180,×,○
20251206,15,8R,堅め,1,0.113,1-2-4,600,○,◎
20251206,15,9R,堅め,1,0.103,1-2-3,630,○,◎
20251206,15,10R,堅め,1,0.118,1-4-3,4200,○,◎
20251206,15,11R,混戦,1,0.035,1-3-4,930,-,◎
20251206,15,12R,堅め,1,0.137,5-6-4,28050,×,×
20251206,17,1R,混戦,1,0.05,1-3-4,490,-,◎
20251206,17,2R,波乱,4,-0.168,1-3-2,1610,×,×
20251206,17,3R,堅め,1,0.09,2-3-1,2180,○,○
20251206,17,4R,波乱,4,-0.182,4-6-5,2270,×,◎
20251206,17,5R,堅め,1,0.105,1-3-6,550,○,◎
20251206,17,6R,混戦,1,0.064,1-4-2,590,-,◎
20251206,17,7R,堅め,1,0.092,3-1-5,16970,×,○
20251206,17,8R,混戦,1,-0.011,1-3-4,500,-,◎
20251206,17,9R,混戦,1,0.055,1-3-4,980,-,◎
20251206,17,10R,混戦,1,-0.018,5-1-2,18110,-,○
20251206,17,11R,混戦,1,-0.039,1-3-2,980,-,◎
20251206,17,12R,堅め,1,0.158,3-4-6,33630,×,×
20251206,18,1R,堅め,1,0.172,1-2-4,660,○,◎
20251206,18,2R,堅め,1,0.142,2-3-4,22860,×,×
20251206,18,3R,堅め,1,0.387,1-2-6,860,○,◎
20251206,18,4R,堅め,1,0.082,1-3-2,1450,○,◎
20251206,18,5R,堅め,1,0.08,1-3-4,1950,○,◎
20251206,18,6R,堅め,1,0.071,1-2-3,1060,○,◎
20251206,18,7R,波乱,4,-0.248,2-4-3,5400,○,○
20251206,18,8R,波乱,4,-0.093,3-2-4,4850,×,○
20251206,18,9R,堅め,1,0.194,3-6-2,2370,○,×
20251206,18,10R,混戦,1,0.003,1-2-4,1230,-,◎
20251206,18,11R,波乱,4,-0.035,2-4-6,8640,○,○
20251206,18,12R,混戦,1,0.037,1-5-2,2480,-,◎
20251206,20,1R,波乱,4,-0.07,1-2-5,660,×,×
20251206,20,2R,波乱,4,-0.073,6-5-4,5270,○,○
20251206,20,3R,波乱,4,-0.064,4-5-2,6770,○,◎
20251206,20,4R,堅め,1,0.084,3-1-5,1920,○,○
20251206,20,5R,堅め,1,0.08,1-2-3,730,○,◎
20251206,20,6R,混戦,1,0.074,3-5-1,30550,-,○
20251206,20,7R,堅め,1,0.097,2-3-6,11000,×,×
20251206,20,8R,堅め,1,0.317,2-4-1,5040,×,○
20251206,20,9R,波乱,4,-0.099,4-6-5,7210,○,◎
20251206,20,10R,波乱,4,-0.209,1-4-3,890,×,○
20251206,20,11R,堅め,1,0.177,1-6-3,1850,○,◎
20251206,20,12R,堅め,1,0.307,1-4-3,1200,○,◎
20251206,22,1R,堅め,1,0.191,4-1-5,3060,○,○
20251206,22,2R,堅め,1,0.103,6-1-2,1150,○,○
20251206,22,3R,堅め,1,0.166,1-6-3,7810,×,◎
20251206,22,4R,波乱,4,-0.139,5-1-2,2390,×,×
20251206,22,5R,波乱,4,-0.221,4-1-3,5810,○,◎
20251206,22,6R,混戦,1,-0.024,1-3-4,1370,-,◎
20251206,22,7R,混戦,1,0.091,3-2-5,11330,-,×
20251206,22,8R,混戦,1,0.085,4-2-6,1550,-,×
20251206,22,9R,堅め,1,0.172,1-2-3,860,○,◎
20251206,22,10R,混戦,1,0.078,1-2-4,1200,-,◎
20251206,22,11R,混戦,1,0.062,1-4-2,850,-,◎
20251206,22,12R,波乱,4,-0.096,1-2-5,1500,×,×
20251206,24,1R,堅め,1,0.107,1-3-2,780,○,◎
20251206,24,2R,堅め,1,0.111,1-2-5,660,○,◎
20251206,24,3R,堅め,1,0.236,1-2-3,420,○,◎
20251206,24,4R,波乱,4,-0.126,3-4-1,29470,○,○
20251206,24,5R,混戦,1,-0.029,2-4-3,9160,-,×
20251206,24,6R,堅め,1,0.183,1-4-5,1210,○,◎
20251206,24,7R,堅め,1,0.247,1-5-6,3520,○,◎
20251206,24,8R,堅め,1,0.226,1-2-4,600,○,◎
20251206,24,9R,波乱,4,-0.105,1-2-4,580,×,○
20251206,24,10R,波乱,4,-0.114,1-3-2,1940,×,×
20251206,24,11R,波乱,4,-0.135,1-4-5,3980,×,○
20251206,24,12R,波乱,4,-0.104,1-3-4,840,×,○
20251207,02,1R,混戦,1,0.066,3-4-6,7810,-,×
20251207,02,2R,波乱,4,-0.128,1-5-2,5130,○,×
20251207,02,3R,波乱,4,-0.241,6-4-1,26730,○,○
20251207,02,4R,堅め,1,0.1,3-1-2,2790,○,○
20251207,02,5R,堅め,1,0.127,3-4-1,3170,○,○
20251207,02,6R,混戦,1,-0.011,1-4-3,1600,-,◎
20251207,02,7R,堅め,1,0.257,1-2-3,770,○,◎
20251207,02,8R,波乱,4,-0.057,2-1-6,46990,○,×
20251207,02,9R,混戦,1,0.074,3-1-4,2040,-,○
20251207,02,10R,波乱,4,-0.084,1-3-2,1120,×,×
20251207,02,11R,波乱,4,-0.031,1-4-5,2690,×,○
20251207,02,12R,混戦,1,0.023,1-4-2,3140,-,◎
20251207,08,1R,堅め,1,0.062,3-2-5,13530,×,×
20251207,08,2R,混戦,1,0.025,2-4-5,22670,-,×
20251207,08,3R,波乱,4,-0.053,1-3-6,2000,×,×
20251207,08,4R,堅め,1,0.184,1-2-3,750,○,◎
20251207,08,5R,堅め,1,0.058,1-5-6,12550,×,◎
20251207,08,6R,混戦,1,-0.004,2-1-5,2330,-,○
20251207,08,7R,波乱,4,-0.033,6-4-5,10100,○,○
20251207,08,8R,混戦,1,-0.008,1-5-4,7900,-,◎
20251207,08,9R,波乱,4,-0.037,4-2-1,55560,○,◎
20251207,08,10R,混戦,1,-0.008,1-2-3,540,-,◎
